Product_Name|Product_Varietal|Product_Origin|Product_Price|Product_Attributes|User_Avg_Rating|User_Rating_Count|Product_Vintage|Critical_Avg_Rating|Critical_Rating_Count|Appellation_Level
Chateau Canon La Gaffeliere (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|79.99|Red Wine|0.0|0|2021|95.2|5|3
Chateau Canon La Gaffeliere (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|79.99|Red Wine|0.0|0|2020|95.4|5|3
Domaine Raymond Usseglio Chateauneuf-du-Pape Cuvee Imperiale |Rhone Red Blends|Chateauneuf-du-Pape, Rhone, France|90.99|Red Wine|0.0|0|2019|94.33333333333333|3|3
Domaine du Pegau Chateauneuf-du-Pape Cuvee Reservee |Rhone Red Blends|Chateauneuf-du-Pape, Rhone, France|85.99|Red Wine|0.0|0|2019|95.25|4|3
Diamond Creek Volcanic Hill Cabernet Sauvignon (. Liter Magnum) |Cabernet Sauvignon|Diamond Mountain District, Napa Valley, California, United States|649.99|Red Wine|0.0|0|2018|95.66666666666667|3|4
Torbreck RunRig |Syrah/Shiraz|Barossa Valley, Barossa, South Australia, Australia|225.99|Red Wine|4.5|7|2017|96.0|4|4
Chateau Angelus |Bordeaux Red Blends|St. Emilion, Bordeaux, France|449.99|Red Wine|4.9|7|2015|96.83333333333333|6|3
Chateau Ducru-Beaucaillou Le Petit Ducru (Futures Pre-Sale) |Bordeaux Red Blends|St-Julien, Bordeaux, France|32.99|Red Wine|0.0|0|2021|91.5|4|3
Chateau Clos St. Martin (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|109.99|Red Wine|0.0|0|2020|93.33333333333333|3|3
Chateau Canon (. Liter Magnum) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|399.99|Red Wine|0.0|0|2016|96.14285714285714|7|3
Chateau Mouton Rothschild Le Petit Mouton (. Liter Magnum Futures Pre-Sale) |Bordeaux Red Blends|Pauillac, Bordeaux, France|509.99|Red Wine|0.0|0|2020|94.75|4|3
Castello di Volpaia Balifico |Tuscan Blends|Tuscany, Italy|95.99|Red Wine|0.0|0|2018|95.0|3|2
Henriot Cuvee Hemera with Gift Box |Vintage Sparkling Wine|Champagne, France|199.99|Sparkling & Champagne|0.0|0|2006|94.2|5|2
Henschke Hill of Grace Shiraz |Syrah/Shiraz|Eden Valley, Barossa, South Australia, Australia|859.99|Red Wine|0.0|0|2017|97.6|5|4
Fratelli Seghesio Barolo La Villa |Nebbiolo|Barolo, Piedmont, Italy|62.99|Red Wine|0.0|0|2015|92.33333333333333|3|3
Clos Apalta |Bordeaux Red Blends|Colchagua Valley, Rapel Valley, Chile|135.99|Red Wine|4.3|16|2012|93.6|5|3
M. Chapoutier Crozes Ermitage Varonniers |Syrah/Shiraz|Crozes-Hermitage, Rhone, France|109.99|Red Wine|5.0|20|2019|93.33333333333333|3|3
Clos du Marquis (Futures Pre-Sale) |Bordeaux Red Blends|St-Julien, Bordeaux, France|59.99|Red Wine|0.0|0|2020|95.25|4|3
Chateau Duhart-Milon (Futures Pre-Sale) |Bordeaux Red Blends|Pauillac, Bordeaux, France|81.99|Red Wine|0.0|0|2020|94.28571428571429|7|3
Ridge Three Valleys Red |Other Red Blends|Sonoma County, California, United States|32.99|Red Wine|3.8|53|2020|92.66666666666667|3|3
Chateau Cos d'Estournel Blanc (Futures Pre-Sale) |Bordeaux White Blends|St. Estephe, Bordeaux, France|141.99|White Wine|0.0|0|2021|95.2|5|3
Chateau Cos d'Estournel (Futures Pre-Sale) |Bordeaux Red Blends|St. Estephe, Bordeaux, France|224.99|Red Wine|0.0|0|2020|96.83333333333333|6|3
Hall Kathryn Hall Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|225.99|Red Wine|0.0|0|2019|95.0|4|3
Domaine La Barroche Chateauneuf-du-Pape Julien Barrot |Rhone Red Blends|Chateauneuf-du-Pape, Rhone, France|67.99|Red Wine|0.0|0|2019|92.66666666666667|3|3
Chateau Leoville Las Cases (. Liter Magnum) |Bordeaux Red Blends|St-Julien, Bordeaux, France|409.99|Red Wine|0.0|0|2017|96.66666666666667|6|3
Chateau Quinault l'Enclos (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|33.99|Red Wine|0.0|0|2021|92.2|5|3
Chateau Bellefont Belcier (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|39.99|Red Wine|0.0|0|2021|93.75|4|3
Domaines Ott Chateau Romassan Bandol Rose |Rosé|Bandol, Provence, South of France, France|66.99|Pink and Rosé|0.0|0|2021|93.0|3|4
Quinta do Vesuvio Vintage Port |Port|Douro, Portugal|84.99|Boutique|0.0|0|2018|95.25|4|2
Chateau Cos d'Estournel Pagodes de Cos (Futures Pre-Sale) |Bordeaux Red Blends|St. Estephe, Bordeaux, France|54.99|Red Wine|0.0|0|2021|92.5|4|3
Chateau Cos d'Estournel (. Liter Magnum) |Bordeaux Red Blends|St. Estephe, Bordeaux, France|419.99|Red Wine|0.0|0|2019|97.33333333333333|6|3
Chateau Ducru-Beaucaillou (. Liter Futures Pre-Sale) |Bordeaux Red Blends|St-Julien, Bordeaux, France|419.99|Red Wine|0.0|0|2021|96.83333333333333|6|3
Chateau L'Evangile (. Liter Magnum) |Bordeaux Red Blends|Pomerol, Bordeaux, France|419.99|Red Wine|0.0|0|2019|96.2|5|3
Chateau Gazin (Futures Pre-Sale) |Bordeaux Red Blends|Pomerol, Bordeaux, France|84.99|Red Wine|0.0|0|2020|94.83333333333333|6|3
Produttori del Barbaresco Barbaresco Montestefano Riserva |Nebbiolo|Barbaresco, Piedmont, Italy|84.99|Red Wine|0.0|0|2017|94.0|3|3
Castello di Ama Chianti Classico |Sangiovese|Chianti Classico, Chianti, Tuscany, Italy|34.99|Red Wine|0.0|0|2020|92.0|3|4
Domaine de Marcoux Chateauneuf-du-Pape |Rhone Red Blends|Chateauneuf-du-Pape, Rhone, France|75.99|Red Wine|0.0|0|2019|93.8|5|3
Sena (. Liter Magnum) |Bordeaux Red Blends|Aconcagua Valley, Chile|284.99|Red Wine|0.0|0|2019|96.33333333333333|3|2
Chateau Pavie |Bordeaux Red Blends|St. Emilion, Bordeaux, France|439.99|Red Wine|4.4|10|2016|98.4|5|3
Chateau Figeac ( Liter Bottle) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|1,199.99|Red Wine|0.0|0|2019|97.0|4|3
Chateau Leoville Las Cases ( Liter Bottle) |Bordeaux Red Blends|St-Julien, Bordeaux, France|1,199.99|Red Wine|0.0|0|2019|98.0|6|3
Leonetti Cabernet Sauvignon |Cabernet Sauvignon|Walla Walla Valley, Columbia Valley, Washington, United States|129.99|Red Wine|4.7|9|2018|94.8|5|4
Chateau Ducru-Beaucaillou (Futures Pre-Sale) |Bordeaux Red Blends|St-Julien, Bordeaux, France|239.99|Red Wine|0.0|0|2020|98.25|4|3
Chateau Rahoul Rouge |Bordeaux Red Blends|Graves, Bordeaux, France|35.99|Red Wine|0.0|0|2016|92.0|3|3
Louis Roederer Cristal Brut |Vintage Sparkling Wine|Champagne, France|359.99|Sparkling & Champagne|0.0|0|2014|96.85714285714286|7|2
Chateau Fonroque |Bordeaux Red Blends|St. Emilion, Bordeaux, France|42.99|Red Wine|3.7|60|2016|92.33333333333333|6|3
Nickel & Nickel State Ranch Cabernet Sauvignon |Cabernet Sauvignon|Yountville, Napa Valley, California, United States|135.99|Red Wine|4.3|31|2019|93.14285714285714|7|4
Chateau Angelus |Bordeaux Red Blends|St. Emilion, Bordeaux, France|439.99|Red Wine|4.3|7|2016|97.83333333333333|6|3
William Fevre Chablis Bougros Cote Bouguerots Grand Cru |Chardonnay|Chablis, Burgundy, France|199.99|White Wine|0.0|0|2020|95.75|4|3
Guigal Chateauneuf-du-Pape |Rhone Red Blends|Chateauneuf-du-Pape, Rhone, France|57.99|Red Wine|3.6|15|2017|92.4|5|3
Duckhorn Three Palms Merlot |Merlot|Calistoga, Napa Valley, California, United States|115.99|Red Wine|4.2|6|2019|93.5|4|4
Chateau Tronquoy Lalande |Bordeaux Red Blends|St. Estephe, Bordeaux, France|36.99|Red Wine|0.0|0|2018|92.33333333333333|6|3
Louis Roederer Cristal Brut with Gift Box |Vintage Sparkling Wine|Champagne, France|369.99|Sparkling & Champagne|0.0|0|2014|96.57142857142857|7|2
Pol Roger Sir Winston Churchill with Gift Box |Vintage Sparkling Wine|Champagne, France|369.99|Sparkling & Champagne|0.0|0|2013|96.33333333333333|6|2
Chateau de Pez |Bordeaux Red Blends|St. Estephe, Bordeaux, France|60.99|Red Wine|0.0|0|2018|92.57142857142857|7|3
Chateau Cos d'Estournel (. Liter Futures Pre-Sale) |Bordeaux Red Blends|St. Estephe, Bordeaux, France|449.99|Red Wine|0.0|0|2020|96.8|5|3
Chateau Montrose (. Liter Magnum) |Bordeaux Red Blends|St. Estephe, Bordeaux, France|449.99|Red Wine|0.0|0|2019|97.0|5|3
Chateau Canon (. Liter Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|239.99|Red Wine|0.0|0|2021|96.33333333333333|6|3
Vineyard  Aida Estate Cabernet Sauvignon |Cabernet Sauvignon|St. Helena, Napa Valley, California, United States|309.99|Red Wine|0.0|0|2018|97.33333333333333|3|4
Paul Hobbs Nathan Coombs Estate Cabernet Sauvignon |Cabernet Sauvignon|Coombsville, Napa Valley, California, United States|400.99|Red Wine|0.0|0|2018|96.66666666666667|3|4
Chateau Bellevue |Bordeaux Red Blends|St. Emilion, Bordeaux, France|44.99|Red Wine|0.0|0|2019|94.66666666666667|3|3
Chateau Smith Haut Lafitte Le Petit Blanc (Futures Pre-Sale) |Bordeaux White Blends|Pessac-Leognan, Bordeaux, France|34.99|White Wine|0.0|0|2020|92.75|4|3
Chateau Cos d'Estournel (. Liter Magnum) |Bordeaux Red Blends|St. Estephe, Bordeaux, France|454.99|Red Wine|0.0|0|2018|97.16666666666667|6|3
R. Lopez de Heredia Rioja Vina Tondonia Reserva |Tempranillo|Rioja, Spain|109.99|Red Wine|4.5|5|2001|93.25|4|2
Chateau Suduiraut Sauternes (Futures Pre-Sale) |Other Dessert|Sauternes, Bordeaux, France|85.99|Collectible|0.0|0|2021|97.25|4|3
Chateau Malescot St. Exupery (Futures Pre-Sale) |Bordeaux Red Blends|Margaux, Bordeaux, France|59.99|Red Wine|0.0|0|2021|93.6|5|3
Fess Parker Sanford and Benedict Pinot Noir |Pinot Noir|Sta. Rita Hills, Santa Barbara, Central Coast, California, United States|54.99|Red Wine|0.0|0|2019|91.75|4|5
Chateau Mouton Rothschild Le Petit Mouton (Futures Pre-Sale) |Bordeaux Red Blends|Pauillac, Bordeaux, France|252.99|Red Wine|0.0|0|2020|94.75|4|3
Dom Perignon Vintage Luminous Bottle |Vintage Sparkling Wine|Champagne, France|379.99|Sparkling & Champagne|3.8|6|2012|96.75|4|2
Orma Toscana |Bordeaux Red Blends|Tuscany, Italy|79.99|Red Wine|0.0|0|2018|93.25|4|2
Paitin Barbaresco Sori Paitin Serraboella |Nebbiolo|Barbaresco, Piedmont, Italy|65.99|Red Wine|0.0|0|2017|93.66666666666667|3|3
Tenuta Sette Ponti Crognolo |Sangiovese|Tuscany, Italy|36.99|Red Wine|0.0|0|2020|91.33333333333333|3|2
Castello di Ama L'Apparita |Merlot|Tuscany, Italy|279.99|Red Wine|0.0|0|2018|98.0|3|2
Chateau La Mondotte (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|197.99|Red Wine|0.0|0|2020|96.4|5|3
Chateau Haut-Bailly (. Liter Magnum) |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|249.99|Red Wine|0.0|0|2017|94.66666666666667|6|3
Chateau Montrose La Dame de Montrose (Futures Pre-Sale) |Bordeaux Red Blends|St. Estephe, Bordeaux, France|38.99|Red Wine|0.0|0|2021|91.5|4|3
Chateau Lespault-Martillac |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|29.99|Red Wine|0.0|0|2019|91.5|4|3
Chateau L'Evangile (Futures Pre-Sale) |Bordeaux Red Blends|Pomerol, Bordeaux, France|259.99|Red Wine|0.0|0|2020|97.5|6|3
Vieux Chateau Certan |Bordeaux Red Blends|Pomerol, Bordeaux, France|259.99|Red Wine|0.0|0|2017|96.83333333333333|6|3
Valdicava Madonna del Piano Brunello di Montalcino Riserva |Sangiovese|Montalcino, Tuscany, Italy|319.99|Red Wine|0.0|0|2016|97.66666666666667|3|3
Paolo Scavino Barolo |Nebbiolo|Barolo, Piedmont, Italy|55.99|Red Wine|0.0|0|2018|92.33333333333333|3|3
Louis Jadot Clos de la Roche Grand Cru |Pinot Noir|Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France|364.99|Red Wine|0.0|0|2019|94.0|3|5
Louis Jadot Corton Pougets Grand Cru Domaines des Heritiers (. Liter Magnum) |Pinot Noir|Aloxe-Corton, Cote de Beaune, Cote d'Or, Burgundy, France|309.99|Red Wine|0.0|0|2020|94.5|4|5
Chateau Bellevue (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|47.99|Red Wine|0.0|0|2020|94.25|4|3
Nicolas-Jay Own-Rooted Pinot Noir |Pinot Noir|Willamette Valley, Oregon, United States|89.99|Red Wine|0.0|0|2019|94.66666666666667|3|3
Chateau Clinet (Futures Pre-Sale) |Bordeaux Red Blends|Pomerol, Bordeaux, France|95.99|Red Wine|0.0|0|2021|95.0|4|3
Chateau Troplong Mondot (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|96.99|Red Wine|0.0|0|2021|96.25|4|3
Chateau Angelus |Bordeaux Red Blends|St. Emilion, Bordeaux, France|499.99|Red Wine|4.9|6|2010|97.0|4|3
Poggio di Sotto Rosso di Montalcino |Sangiovese|Montalcino, Tuscany, Italy|99.99|Red Wine|0.0|0|2017|92.0|4|3
Laurent-Perrier Brut Millesime |Vintage Sparkling Wine|Champagne, France|95.99|Sparkling & Champagne|0.0|0|2012|93.5|4|2
Duckhorn Napa Valley Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|80.99|Red Wine|4.3|114|2019|91.0|5|3
Chateau Olivier |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|39.99|Red Wine|0.0|0|2017|91.75|4|3
E. Pira e Figli Barolo Mosconi |Nebbiolo|Barolo, Piedmont, Italy|144.99|Red Wine|0.0|0|2018|95.0|4|3
Conti Costanti Brunello di Montalcino |Sangiovese|Montalcino, Tuscany, Italy|119.99|Red Wine|0.0|0|2017|94.0|4|3
Spottswoode Cabernet Sauvignon (. Liter Magnum) |Cabernet Sauvignon|Napa Valley, California, United States|519.99|Red Wine|0.0|0|2019|96.75|4|3
Chateau Leoville Barton |Bordeaux Red Blends|St-Julien, Bordeaux, France|176.99|Red Wine|4.2|63|2016|96.33333333333333|6|3
Masseto ( Liter Bottle) |Merlot|Tuscany, Italy|4,579.99|Red Wine|0.0|0|2018|97.0|4|2
Chateau Phelan Segur (Futures Pre-Sale) |Bordeaux Red Blends|St. Estephe, Bordeaux, France|49.99|Red Wine|0.0|0|2021|93.6|5|3
Chateau Ducru-Beaucaillou (. Liter Futures Pre-Sale) |Bordeaux Red Blends|St-Julien, Bordeaux, France|489.99|Red Wine|0.0|0|2020|98.25|4|3
Delas Hermitage Les Grandes Vignes Ligne de Crete |Syrah/Shiraz|Hermitage, Rhone, France|329.99|Red Wine|0.0|0|2019|96.2|5|3
CADE Howell Mountain Estate Cabernet Sauvignon |Cabernet Sauvignon|Howell Mountain, Napa Valley, California, United States|129.99|Red Wine|4.5|43|2018|94.25|4|4
L'Aventure Optimus |Other Red Blends|Willow Creek District, Paso Robles, Central Coast, California, United States|69.99|Red Wine|0.0|0|2020|93.5|4|5
Miraval Rose (. Liter Magnum) |Rosé|Cotes de Provence, Provence, South of France, France|59.99|Pink and Rosé|0.0|0|2021|91.0|3|4
Clos Fourtet (Futures Pre-Sale) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|99.99|Red Wine|0.0|0|2021|94.6|5|3
Clos du Caillou Chateauneuf-du-Pape Les Quartz |Rhone Red Blends|Chateauneuf-du-Pape, Rhone, France|112.99|Red Wine|0.0|0|2020|95.25|4|3
Paul Hobbs Russian River Chardonnay |Chardonnay|Russian River, Sonoma County, California, United States|59.99|White Wine|0.0|0|2020|93.66666666666667|3|4
Paolo Scavino Barolo Carobric |Nebbiolo|Barolo, Piedmont, Italy|95.99|Red Wine|0.0|0|2018|93.0|3|3
Mocali Brunello di Montalcino |Sangiovese|Montalcino, Tuscany, Italy|65.99|Red Wine|0.0|0|2017|90.75|4|3
Chateau d'Esclans Garrus Rose |Rosé|Cotes de Provence, Provence, South of France, France|139.99|Pink and Rosé|0.0|0|2020|93.0|3|4
Chateau Clos de Bouard Montagne-Saint-Emilion La Dame de Bouard |Bordeaux Red Blends|St. Emilion, Bordeaux, France|19.99|Red Wine|0.0|0|2019|90.33333333333333|3|3
Chateau Belair-Monange |Bordeaux Red Blends|St. Emilion, Bordeaux, France|219.99|Red Wine|0.0|0|2018|97.33333333333333|6|3
Anakota Helena Montana Vineyard Cabernet Sauvignon |Cabernet Sauvignon|Knights Valley, Sonoma County, California, United States|139.99|Red Wine|0.0|0|2018|96.0|3|4
Philip Togni Cabernet Sauvignon |Cabernet Sauvignon|Spring Mountain District, Napa Valley, California, United States|139.99|Red Wine|0.0|0|2018|95.75|4|4
Quinta do Noval Vintage Port |Port|Douro, Portugal|110.99||0.0|0|2019|95.57142857142857|7|2
Tenuta Sette Ponti Oreno |Bordeaux Red Blends|Tuscany, Italy|130.99|Red Wine|0.0|0|2020|95.33333333333333|3|2
Billecart-Salmon Cuvee Louis Brut Blanc de Blancs Grand Cru |Vintage Sparkling Wine|Champagne, France|199.99|Sparkling & Champagne|0.0|0|2008|95.33333333333333|6|2
Kapcsandy Family Winery State Lane Vineyard Roberta's Reserve |Merlot|Yountville, Napa Valley, California, United States|399.99|Red Wine|0.0|0|2015|96.0|3|4
Kapcsandy Family Winery State Lane Vineyard Roberta's Reserve |Merlot|Yountville, Napa Valley, California, United States|399.99|Red Wine|0.0|0|2018|97.0|3|4
OVID |Bordeaux Red Blends|Napa Valley, California, United States|349.99|Red Wine|0.0|0|2018|96.5|4|3
Paitin Barbaresco Sori Paitin Serraboella |Nebbiolo|Barbaresco, Piedmont, Italy|67.99|Red Wine|0.0|0|2019|94.0|3|3
Chateau Gloria (Futures Pre-Sale) |Bordeaux Red Blends|St-Julien, Bordeaux, France|42.99|Red Wine|0.0|0|2021|92.5|4|3
Chateau Le Boscq |Bordeaux Red Blends|St. Estephe, Bordeaux, France|52.99|Red Wine|0.0|0|2017|91.0|3|3
Altesino Montosoli Brunello di Montalcino (. Liter Magnum) |Sangiovese|Montalcino, Tuscany, Italy|279.99|Red Wine|0.0|0|2017|95.66666666666667|3|3
Clos Fourtet (. Liter Magnum) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|279.99|Red Wine|0.0|0|2017|94.66666666666667|6|3
Banfi Brunello di Montalcino |Sangiovese|Montalcino, Tuscany, Italy|74.99|Red Wine|4.5|8|2017|92.25|4|3
Clos Apalta (. Liter Magnum) |Bordeaux Red Blends|Colchagua Valley, Rapel Valley, Chile|279.99|Red Wine|0.0|0|2018|95.33333333333333|3|3
Chateau Leoville Poyferre (Futures Pre-Sale) |Bordeaux Red Blends|St-Julien, Bordeaux, France|106.99|Red Wine|0.0|0|2021|94.6|5|3
Chateau Duhart-Milon (Futures Pre-Sale) |Bordeaux Red Blends|Pauillac, Bordeaux, France|69.99|Red Wine|0.0|0|2021|93.2|5|3
Altesino Brunello di Montalcino Riserva |Sangiovese|Montalcino, Tuscany, Italy|139.99|Red Wine|0.0|0|2016|95.25|4|3
Nicolas Feuillatte Palmes d'Or Rose Intense with Gift Box |Sparkling Rosé|Champagne, France|209.99|Sparkling & Champagne|0.0|0|2008|95.33333333333333|3|2
Chateau Lynch-Bages |Bordeaux Red Blends|Pauillac, Bordeaux, France|195.99|Red Wine|4.5|47|2016|95.71428571428571|7|3
Paolo Scavino Barolo Monvigliero |Nebbiolo|Barolo, Piedmont, Italy|84.99|Red Wine|0.0|0|2014|91.75|4|3
Mount Eden Vineyards Estate Chardonnay |Chardonnay|Santa Cruz Mountains, California, United States|70.99|White Wine|0.0|0|2018|93.0|4|3
M. Chapoutier Crozes-Hermitage Les Meysonniers Blanc |Marsanne|Crozes-Hermitage, Rhone, France|44.99|White Wine|4.7|28|2020|91.0|3|3
Faiveley Gevrey-Chambertin Les Cazetiers Premier Cru |Pinot Noir|Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France|249.99|Red Wine|0.0|0|2020|94.75|4|5
Domaine Jean Grivot Nuits-St-Georges Ronciere Premier Cru |Pinot Noir|Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France|239.99|Red Wine|0.0|0|2017|92.5|4|5
Chateau Haut-Batailley |Bordeaux Red Blends|Pauillac, Bordeaux, France|59.99|Red Wine|0.0|0|2019|93.6|5|3
Chateau d'Armailhac (Futures Pre-Sale) |Bordeaux Red Blends|Pauillac, Bordeaux, France|44.99|Red Wine|0.0|0|2021|92.75|4|3
Chateau Leoville Las Cases (Futures Pre-Sale) |Bordeaux Red Blends|St-Julien, Bordeaux, France|299.99|Red Wine|0.0|0|2020|97.42857142857143|7|3
Chateau Pontet-Canet ( Liter Bottle) |Bordeaux Red Blends|Pauillac, Bordeaux, France|1,099.99|Red Wine|0.0|0|2005|94.83333333333333|6|3
Valdicava Madonna del Piano Brunello di Montalcino Riserva (. Liter Magnum) |Sangiovese|Montalcino, Tuscany, Italy|544.99|Red Wine|0.0|0|2016|97.66666666666667|3|3
Dom Perignon Rose with Gift Box |Sparkling Rosé|Champagne, France|449.99|Sparkling & Champagne|0.0|0|2008|97.0|3|2
Chateau Palmer |Bordeaux Red Blends|Margaux, Bordeaux, France|299.99|Red Wine|3.5|7|2017|96.16666666666667|6|3
Fuligni Brunello di Montalcino |Sangiovese|Montalcino, Tuscany, Italy|119.99|Red Wine|0.0|0|2017|93.6|5|3
Dom Perignon Rose |Sparkling Rosé|Champagne, France|449.99|Sparkling & Champagne|0.0|0|2008|96.5|4|2
Staglin Cabernet Sauvignon (ML half-bottle) |Cabernet Sauvignon|Rutherford, Napa Valley, California, United States|149.99|Red Wine|0.0|0|2018|96.25|4|4
Chateau Leoville Las Cases (. Liter Magnum) |Bordeaux Red Blends|St-Julien, Bordeaux, France|549.99|Red Wine|0.0|0|2019|98.16666666666667|6|3
Chateau Canon (. Liter Magnum) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|549.99|Red Wine|0.0|0|2015|97.33333333333333|6|3
Clos Saint-Jean Chateauneuf Du Pape Vieilles Vignes |Rhone Red Blends|Chateauneuf-du-Pape, Rhone, France|65.99|Red Wine|0.0|0|2018|92.33333333333333|3|3
Heitz Cellar Martha's Vineyard Cabernet Sauvignon (. Liter Magnum) |Cabernet Sauvignon|Napa Valley, California, United States|490.99|Red Wine|0.0|0|2012|95.0|5|3
Petrolo Galatrona |Merlot|Tuscany, Italy|99.99|Red Wine|0.0|0|2020|95.33333333333333|3|2
Chateau La Mondotte |Bordeaux Red Blends|St. Emilion, Bordeaux, France|249.99|Red Wine|0.0|0|2018|96.0|5|3
Chateau L'Eglise Clinet |Bordeaux Red Blends|Pomerol, Bordeaux, France|319.99|Red Wine|0.0|0|2018|98.2|5|3
Tenute Silvio Nardi Brunello di Montalcino |Sangiovese|Montalcino, Tuscany, Italy|79.99|Red Wine|0.0|0|2017|93.33333333333333|3|3
Elvio Cogno Cascina Nuova Barolo |Nebbiolo|Barolo, Piedmont, Italy|73.99|Red Wine|0.0|0|2018|93.0|3|3
Tablas Creek Esprit de Tablas Rouge |Rhone Red Blends|Adelaida District, Paso Robles, Central Coast, California, United States|66.99|Red Wine|0.0|0|2019|91.5|4|5
Piper-Heidsieck Rare Rose with Gift Box |Sparkling Rosé|Champagne, France|499.99|Sparkling & Champagne|0.0|0|2008|96.66666666666667|3|2
Chateau Smith Haut Lafitte (Futures Pre-Sale) |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|114.99|Red Wine|0.0|0|2021|95.6|5|3
Belle Glos Las Alturas Vineyard Pinot Noir |Pinot Noir|Santa Lucia Highlands, Monterey, Central Coast, California, United States|55.99|Red Wine|4.4|36|2020|90.33333333333333|3|5
Figgins Estate Red Wine |Bordeaux Red Blends|Walla Walla Valley, Columbia Valley, Washington, United States|119.99|Red Wine|0.0|0|2018|95.66666666666667|6|4
Laurent-Perrier Brut Millesime (. Liter Magnum) |Vintage Sparkling Wine|Champagne, France|189.99|Sparkling & Champagne|0.0|0|2012|93.5|4|2
Domaine Serene Evenstad Reserve Pinot Noir (. Liter Magnum) |Pinot Noir|Willamette Valley, Oregon, United States|169.99|Red Wine|0.0|0|2018|93.0|3|3
Beringer Private Reserve Cabernet Sauvignon (. Liter Magnum) |Cabernet Sauvignon|Napa Valley, California, United States|319.99|Red Wine|0.0|0|2014|93.33333333333333|3|3
Chateau La Fleur-Petrus |Bordeaux Red Blends|Pomerol, Bordeaux, France|259.99|Red Wine|0.0|0|2018|96.33333333333333|6|3
Ramey Pedregal Vineyard Cabernet Sauvignon |Cabernet Sauvignon|Oakville, Napa Valley, California, United States|199.99|Red Wine|0.0|0|2015|95.0|3|4
Warre's Vintage Port |Port|Douro, Portugal|129.99|Collectible|0.0|0|2017|95.2|5|2
Poggio Scalette Il Carbonaione |Sangiovese|Tuscany, Italy|60.99|Red Wine|0.0|0|2019|93.33333333333333|3|2
Penfolds Bin  Napa Valley Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|69.99|Red Wine|0.0|0|2019|93.66666666666667|3|3
Chateau Lynch-Bages (Futures Pre-Sale) |Bordeaux Red Blends|Pauillac, Bordeaux, France|119.99|Red Wine|0.0|0|2021|96.0|6|3
Elvio Cogno Ravera Barolo |Nebbiolo|Barolo, Piedmont, Italy|119.99|Red Wine|0.0|0|2018|94.6|5|3
Pio Cesare Barolo |Nebbiolo|Barolo, Piedmont, Italy|85.99|Red Wine|0.0|0|2018|92.25|4|3
Chateau Haut-Bailly (Futures Pre-Sale) |Bordeaux Red Blends|Pessac-Leognan, Bordeaux, France|120.99|Red Wine|0.0|0|2021|95.4|5|3
Chateau Angelus |Bordeaux Red Blends|St. Emilion, Bordeaux, France|349.99|Red Wine|0.0|0|2019|97.25|4|3
Boekenhoutskloof The Chocolate Block Red Blend |Other Red Blends|Franschhoek Valley, South Africa|38.99|Red Wine|3.8|36|2020|91.0|3|2
Adaptation by Odette Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|84.99|Red Wine|4.8|14|2018|91.66666666666667|3|3
Catena Alta Malbec |Malbec|Mendoza, Argentina|50.99|Red Wine|4.0|31|2018|92.33333333333333|3|2
Chateau Figeac (. Liter Magnum) |Bordeaux Red Blends|St. Emilion, Bordeaux, France|599.99|Red Wine|0.0|0|2019|97.16666666666667|6|3
Chateau Palmer (. Liter Magnum) |Bordeaux Red Blends|Margaux, Bordeaux, France|599.99|Red Wine|0.0|0|2019|96.8|5|3
Gosset Grand Millesime Brut |Vintage Sparkling Wine|Champagne, France|105.99|Sparkling & Champagne|0.0|0|2015|93.33333333333333|3|2
Shafer Hillside Select Cabernet Sauvignon (. Liter Magnum) |Cabernet Sauvignon|Stags Leap District, Napa Valley, California, United States|774.99|Red Wine|0.0|0|2018|97.8|5|4
